temp1,temp2,temp3,temp4,temp5,label
400.3907134213286,351.20818251231987,301.7142267765233,147.91002026248367,101.2854487859675,normal
402.6873689475295,359.08056731221495,307.79324957863054,151.27405335961726,97.55414071361639,normal
393.4730909245401,347.84529909855246,300.1463626907563,145.76538823627143,105.02329504718588,normal
399.5919583636685,351.7947550352019,304.50383988862376,148.46867745327816,96.42828299166007,normal
406.04265403671224,352.52966488730453,299.9224657508404,148.79811324068996,,normal
410.6099050308617,365.0581045548991,304.0347723272351,149.48964242660952,102.4742282396439,normal
397.2908874443495,341.8738487774135,297.54460746654183,153.756130691096,99.84183587198758,normal
407.92468010016415,357.3751879573465,301.03702380374125,147.68651171370016,95.04579450273118,normal
397.4688576244962,354.7970888776172,296.4637750434337,151.1282205950874,94.57528733498795,normal
396.599076782769,340.7998403591051,296.8001534073032,146.8521094922586,99.99100106958838,normal
398.5818072314083,347.85408946849856,298.5855463784297,153.2854622439378,97.80786257439634,normal
399.38844723321586,350.4336807498963,300.506811796221,148.83058346573773,100.21860471348548,normal
406.4922413728011,353.96161117889113,301.4408579867404,147.07084437670122,99.34529966635847,normal
393.2961383120291,349.5517480902302,304.50965329150125,152.6727294447884,97.9690289571635,normal
402.1680859727286,350.1231575071816,304.23845980018626,155.74135812020526,99.16798537361899,normal
400.75913404413745,350.35125154774204,297.80527410295923,150.20987576823413,102.54355487890037,normal
402.73882545903444,354.1588654762289,305.4380487422298,150.29913112897228,99.33754364334901,normal
392.29514862089843,342.24043389458234,301.81866325419605,147.7981536251582,95.69128174506145,normal
400.0103482643678,347.060225013673,299.52340047046977,145.97937484490686,99.99649003297938,normal
403.6309324993393,351.2214436629498,297.04492041424766,156.9354933769285,97.15881151871814,normal
407.871458313179,351.4275661784293,300.53546095225005,153.12706595108907,99.59341654661905,normal
405.8935376524112,351.2739000440045,302.592153141253,148.86029452767434,99.219770381635,normal
400.52485300262435,348.4246089821697,304.50404210517434,150.03172561658724,102.38606624137923,normal
399.6552427005402,345.07581848888145,298.5371985107538,149.40043781369664,97.87660641049385,normal
395.5420716486868,352.2431441350288,300.32651716005273,149.0157911297232,99.75130892955534,normal
394.8693418971531,342.52994669016374,294.9981903843314,154.11952475366596,100.79027578495648,normal
,355.06645467900626,301.6568591176939,150.03916177702632,95.8986583478973,normal
402.5326520281211,350.0289464618006,301.4408294146279,151.3840503359571,98.25604455410439,normal
,357.97395150833387,300.83823670580824,148.54589390414537,103.23696592042714,normal
403.3042811847145,349.29608162221643,294.6090682061505,147.71816114096856,100.00644724128306,normal
392.9204376043425,341.75609445975573,296.603683265999,150.13988052838206,104.06290139651686,normal
401.70901123389103,358.4431375516411,298.9266991517952,151.4847939135699,98.12763683481118,normal
396.28460609211606,353.99504123275256,300.2258874186124,154.84884526069118,100.53036291328945,normal
398.6170893856761,352.2164130838527,309.629488894057,146.70161433965848,,normal
,343.43563659518975,302.4242934086067,148.70412187303825,97.13051255927091,normal
