temp1,temp2,temp3,temp4,temp5,label
396.18470609621323,348.9496463201367,302.15237097912944,150.0,100.0,normal
405.86197843557096,356.1464221423309,303.10007924496267,150.0,100.0,normal
398.21433470510186,344.7922109224756,296.38879590345056,150.0,100.0,normal
404.4490204641904,354.8879664867657,300.00948945682546,150.0,,normal
,349.7970537564857,304.18240960774506,150.0,100.0,normal
402.9395610546922,350.1520784108123,301.1379909781768,150.0,100.0,normal
389.6615371585589,341.92343229055035,292.9114839692359,150.0,100.0,normal
394.6963506431794,346.54966921859,294.87593773025776,150.0,100.0,normal
398.0616194730267,346.9839081730556,295.5259139320233,150.0,100.0,normal
401.3228466974549,347.33259664074416,298.61850276166246,150.0,100.0,normal
400.08640247941577,350.2074527475449,295.05454668629034,150.0,100.0,normal
402.33140852634114,350.75106276136313,305.602074027572,150.0,,normal
406.4111887218802,357.7376538232246,305.94927656027807,150.0,100.0,normal
395.6131772613577,347.76581594431264,297.05103606121907,150.0,100.0,normal
402.41984337432183,358.94720368231145,303.4414383426908,150.0,100.0,normal
395.97417864829447,347.29909879608374,298.8330280050722,150.0,100.0,normal
396.280939679532,349.572953279664,298.72743627139124,150.0,100.0,normal
396.713542620257,348.516006299933,299.1917891760207,150.0,100.0,normal
396.8081346589091,347.89293367808716,297.180728192323,150.0,100.0,normal
402.65921954112565,360.12863687741566,304.0554380226853,150.0,100.0,normal
404.86690346345625,350.3235449789269,298.5765111505734,150.0,100.0,normal
398.3978698216318,352.92111495065785,301.19691158673555,150.0,100.0,normal
398.6246196851638,348.70254605744196,297.0458015590802,150.0,100.0,normal
,351.97338972254886,301.34028185855857,150.0,100.0,normal
404.8979322165152,353.92409813896734,303.35395368528515,150.0,100.0,normal
401.9661642952971,348.19742114132265,294.285749234302,150.0,100.0,normal
398.2900131599619,352.74961344866216,304.48239477209466,150.0,100.0,normal
405.32427983974316,352.6466196480018,304.49809546207257,150.0,100.0,normal
,353.2313675729266,295.4349646452816,150.0,100.0,normal
400.1989615834857,353.0136489669396,301.80388366549596,150.0,100.0,normal
397.72270003227675,355.08769360195936,298.24724828511637,150.0,100.0,normal
392.92140567673135,340.2657581660725,296.5831499949305,150.0,100.0,normal
,351.82049192106604,308.6062729578668,150.0,100.0,normal
,351.9728272476382,302.30779082926136,150.0,100.0,normal
403.8635444893777,353.01176030938615,300.3828635667483,150.0,100.0,normal
,346.57642326152614,297.6415105657184,150.0,100.0,normal
394.86684173475413,344.5349325288237,294.81563639874355,150.0,100.0,normal
393.6314053984234,344.93285409876364,292.3834102062355,150.0,100.0,normal
392.0607989207372,343.22794452262985,294.15463611556214,150.0,100.0,normal
405.4088963409706,353.6824555024857,300.97384418215705,150.0,100.0,normal
402.15197485260893,346.21646778996785,297.22378447777965,150.0,100.0,normal
397.82779427560325,353.5402838718312,298.64465399422807,150.0,100.0,normal
392.69026058982314,347.8667405842197,299.10863895412047,150.0,100.0,normal
,342.4660966659686,299.128639105483,150.0,100.0,normal
401.6137491766443,350.3352594585093,300.73391569980856,150.0,100.0,normal
405.7918324058167,342.024073576737,299.9350413474856,150.0,100.0,normal
,356.8883278981051,305.96880097800124,150.0,100.0,normal
397.3102193646735,356.4339314726128,304.6059975475473,150.0,100.0,normal
403.19197858228995,357.008898323498,298.9534279357844,150.0,100.0,normal
403.09129278361905,354.30938775697825,309.46379985656654,150.0,100.0,normal
402.7840324737914,348.21962379044453,304.4366206208386,150.0,100.0,normal
397.69443737062375,346.5090186241009,296.2055919898659,150.0,,normal
400.3895478028618,351.0741490157299,301.60276026404904,150.0,100.0,normal
396.1105933833416,344.6570596605888,297.46850753235464,150.0,100.0,normal
403.8889523397628,352.9037545705094,301.54895181869466,150.0,100.0,normal
396.18461722764863,351.30212678747586,297.44218708598663,150.0,100.0,normal
393.6696445284696,348.9337440605083,302.9792431970376,150.0,100.0,normal
402.7085248112887,351.61649353785384,301.18772247646274,150.0,100.0,normal
401.75355725981956,348.41898816827666,303.78010169537936,150.0,100.0,normal
,349.39113807138204,298.23820506476477,150.0,100.0,normal
388.8336693857988,343.15993792181365,298.7467717767276,150.0,100.0,normal
403.92247040381807,353.0149014530314,306.5192581362951,150.0,100.0,normal
396.3920194812376,341.15307709030014,299.6235335822881,150.0,100.0,normal
401.31061322643035,352.3949731315106,299.2845397955755,150.0,100.0,normal
396.37607260196074,344.8291154258401,300.44398747786744,150.0,100.0,normal
392.84147831286225,349.2274900497082,299.798795697256,150.0,100.0,normal
394.9948248383828,343.4724158134043,292.9812357165516,150.0,100.0,normal
403.5789319346334,355.91475691764043,305.3195400159473,150.0,100.0,normal
410.63734238962644,359.6383301413385,306.7215787052062,150.0,100.0,normal
407.4753514903216,359.1010715756954,308.40067874319107,150.0,100.0,normal
400.4640635036554,348.0386770456183,296.45639865559383,150.0,100.0,normal
399.64799113916456,348.1527640506798,299.5582117703631,150.0,100.0,normal
401.82377801692553,348.4199553538918,302.1247957924895,150.0,100.0,normal
391.58077097657076,345.89839236809433,294.7110452493436,150.0,100.0,normal
403.50053606437757,346.5012345751576,300.0046898431958,150.0,100.0,normal
389.0890854065682,343.29760720104355,288.8000593602433,150.0,100.0,normal
402.56545552462575,350.2354434123177,294.3516345360281,150.0,100.0,normal
404.63365605944915,351.99642355198927,302.9611350276496,150.0,100.0,normal
409.97712604591845,361.01427480612466,305.93346512586044,150.0,100.0,normal
,347.8500293018759,299.0298758694654,150.0,100.0,normal
401.43045481439043,349.12410726653695,302.07263906305343,150.0,100.0,normal
401.0020670545084,349.96825652184765,302.7896651433937,150.0,100.0,normal
400.29577004459117,361.2753906471839,306.2583998281454,150.0,100.0,normal
402.1789885170555,345.2402814755636,300.7993538559408,150.0,,normal
397.35690092907157,351.85331248131195,299.57485417011486,150.0,100.0,normal
403.91555081169344,347.48954613673925,303.7493943691842,150.0,100.0,normal
405.656528454661,354.14434194362434,302.228600921514,150.0,100.0,normal
401.03531671019766,355.30347910541235,300.23925307750767,150.0,100.0,normal
401.71998410975107,349.73907233860206,300.9152462953514,150.0,100.0,normal
409.0029091747969,355.53243443550326,302.3006357299765,150.0,100.0,normal
,346.7773660918225,304.19077090529265,150.0,100.0,normal
401.89120152922027,349.0822179759212,296.1718026018101,150.0,100.0,normal
396.2232910431863,352.53153122668,296.7135939764213,150.0,100.0,normal
401.5956273739469,349.2308769377169,306.04642352602207,150.0,100.0,normal
,349.542186906989,298.8799724724567,150.0,100.0,normal
403.9495635737032,351.82667699229063,297.06248722180436,150.0,100.0,normal
402.70981685632125,346.6866782578196,297.53927690944624,150.0,100.0,normal
398.829132321082,351.21363381189246,302.53939997326125,150.0,100.0,normal
396.2142382758999,345.0874321942734,295.55810800582253,150.0,100.0,normal
391.24915111911974,349.15767260404715,298.94470228545237,150.0,100.0,normal
396.2806458834391,343.7751096220907,293.0292879560761,150.0,100.0,normal
408.5852883672036,348.0372982809439,299.26344676430597,150.0,100.0,normal
405.9707690647707,357.2436059351834,305.3871442931367,150.0,100.0,normal
400.0893715105115,348.61110590660127,296.51789296619114,150.0,100.0,normal
402.1642811000547,353.4212644772852,307.1100449067249,150.0,100.0,normal
405.633963319342,349.5551404037996,299.62562942497215,150.0,100.0,normal
399.0714934321529,353.78910168755,301.42126178709736,150.0,100.0,normal
396.1074550209058,346.0404262073025,301.3155099962734,150.0,100.0,normal
405.1912251827556,358.352960873386,306.82541732355827,150.0,100.0,normal
401.00912257812524,352.0987268092306,297.99518222516264,150.0,100.0,normal
399.8196188754325,346.9437900607783,298.7062023326912,150.0,100.0,normal
399.20252291686523,354.24341757270724,299.7168162672452,150.0,100.0,normal
401.1652017450988,349.7243703464866,299.865365260513,150.0,100.0,normal
396.2901593132926,348.0412612271368,296.5367031593381,150.0,100.0,normal
406.1012005747902,356.1206646616594,305.08221428929716,150.0,100.0,normal
,352.3720163973768,305.3209863875735,150.0,100.0,normal
407.3560015162066,362.98859232226664,308.30116853164196,150.0,100.0,normal
388.2575935724872,344.2773016200611,293.7038660596215,150.0,100.0,normal
406.23718781026747,352.0130234682707,307.3709602458291,150.0,100.0,normal
400.65016974927465,351.30904217417884,303.79067342966425,150.0,100.0,normal
396.55758066245033,346.4304173963294,302.0185336079136,150.0,100.0,normal
399.70355513088157,345.68084860840065,298.2772962827422,150.0,100.0,normal
404.77217932592515,356.65179496502634,299.7093671663883,150.0,100.0,normal
407.3776220164511,354.23615668251995,303.4523849403142,150.0,,normal
402.0272723318821,351.46461677077036,301.8878375249962,150.0,100.0,normal
401.505213921059,350.7094773852275,305.1796233122904,150.0,100.0,normal
399.4928027337048,339.6466453891575,290.67776888281963,150.0,100.0,normal
400.5330987944384,353.43562526571196,298.6964661154734,150.0,100.0,normal
408.59750871881465,352.1573387880397,308.0847147527896,150.0,100.0,normal
401.8461712960396,352.6144030502746,295.79183965546616,150.0,100.0,normal
,339.2170864957151,298.26107239665043,150.0,100.0,normal
