temp1,temp2,temp3,temp4,temp5,label
400.2123094343052,352.77424276098463,299.6744631548567,150.0,100.0,normal
402.7108628915279,358.87433351445,308.06186516899356,150.0,100.0,normal
393.1353442874474,350.81009596938515,296.2847712814146,150.0,100.0,normal
399.32494740285625,354.1386222248461,301.4509975528769,150.0,100.0,normal
406.0475719754771,352.48649439244286,299.9786944974823,150.0,,normal
410.93866308136535,362.1722110111924,307.79359365704926,150.0,100.0,normal
397.3365075965711,341.4733873969012,298.06620078106965,150.0,100.0,normal
407.9922976525438,356.78162969297927,301.8101221286799,150.0,100.0,normal
397.9483731134814,350.58782114516254,301.9462660279513,150.0,100.0,normal
396.2027700654038,344.2786874784974,292.2690213480316,150.0,100.0,normal
398.7856258200735,346.06493556575714,300.9158852319228,150.0,100.0,normal
399.30718362734945,351.14702637032724,299.5776927233943,150.0,100.0,normal
406.36176676269673,355.10693928368124,299.9490899624802,150.0,100.0,normal
393.2331037708235,350.10507591054386,303.78895435307015,150.0,100.0,normal
402.2973789099074,348.9882023263746,305.716717288687,150.0,100.0,normal
400.9038581731973,349.08083876535505,299.459962535427,150.0,100.0,normal
402.62186376283535,355.185574946628,304.1007792281571,150.0,100.0,normal
391.7656062639015,346.8888459010273,295.76419522376835,150.0,100.0,normal
399.65606046354685,350.1702230059256,295.4726873683005,150.0,100.0,normal
404.2695886079734,345.6152127653877,304.34692929242465,150.0,100.0,normal
408.0641317580531,349.73624622518696,302.7383729514301,150.0,100.0,normal
405.70414071561623,352.9364582574296,300.4267027599291,150.0,100.0,normal
400.2114713224476,351.17552615713316,300.92102492273045,150.0,100.0,normal
399.4916783120363,346.5116142421428,296.66710191125014,150.0,100.0,normal
395.57701052628846,351.9364447822963,300.72598722068784,150.0,100.0,normal
395.11680077846654,340.35771094773474,297.8274860317168,150.0,100.0,normal
,354.1372480976641,302.8671329773688,150.0,100.0,normal
402.53121157036475,350.04159104261845,301.42436008914353,150.0,100.0,normal
,355.9609328495699,303.4601551367138,150.0,100.0,normal
403.40837726656366,348.38230868168057,295.7992400428709,150.0,100.0,normal
392.80265466675297,342.7900129254107,295.25702417302324,150.0,100.0,normal
402.20940779126926,354.0505722836011,304.64793168239737,150.0,100.0,normal
396.7676244552134,349.7550246813136,305.74842815372335,150.0,100.0,normal
397.97894481582176,357.81815360784134,302.333328641864,150.0,,normal
,347.6256573658903,296.96687122488856,150.0,100.0,normal
406.4677556968009,345.30341256909935,300.7030019687225,150.0,100.0,normal
,353.20594332121783,302.0177228622449,150.0,100.0,normal
400.5861135187474,348.05036857953473,298.44637794836774,150.0,100.0,normal
400.9078535286018,348.2018554677113,299.6859988143645,150.0,100.0,normal
395.92998882666626,347.68386677175477,294.478885231692,150.0,100.0,normal
397.5175937558664,351.1704400594266,297.84252181869914,150.0,100.0,normal
397.0742151499258,354.94987571762226,300.556375682878,150.0,,normal
400.1482525067158,348.11230106207887,296.61581224651377,150.0,100.0,normal
401.30401311183846,352.35452126025046,305.87905210326755,150.0,100.0,normal
391.24373875193334,346.5812161165447,302.87677916797213,150.0,,normal
,348.6623277275274,298.1491972871061,150.0,100.0,normal
392.1245580513238,349.43590469296373,298.3612700345952,150.0,100.0,normal
398.8418525160631,351.83268188316595,302.6831626094212,150.0,100.0,normal
,345.9432537668818,300.10554255184155,150.0,100.0,normal
407.8550324549707,342.70484938893907,297.4007974335934,150.0,100.0,normal
404.3782090839713,345.4040845411135,302.0684821829388,150.0,100.0,normal
,356.952011591556,300.4352761470201,150.0,100.0,normal
400.147819650395,345.4662532802353,298.2452129932287,150.0,100.0,normal
396.22806004090376,356.1131089933308,298.01549933791244,150.0,100.0,normal
398.95478956078637,345.47622931086545,294.4518328688325,150.0,100.0,normal
408.1576836542281,358.83818199933467,304.42502580013183,150.0,100.0,normal
407.34306532082803,357.89992157318744,301.94317740744106,150.0,100.0,normal
395.8157863745129,351.0225266752682,298.4729772303299,150.0,100.0,normal
395.71434941468704,348.6431984813914,300.5187470098033,150.0,100.0,normal
391.8228293399572,344.6690484617168,296.4750613060934,150.0,100.0,normal
401.4210885017511,352.97877289522245,305.61975263953127,150.0,100.0,normal
392.529869510231,342.27448813291153,293.6333950721812,150.0,100.0,normal
401.68373991778026,355.11555492489765,305.5010672546211,150.0,100.0,normal
397.57854921478366,341.8339084728072,298.5940771319511,150.0,100.0,normal
392.99974652114065,350.3084559773036,298.5582424626476,150.0,100.0,normal
397.99987709347096,341.0544894224496,290.45848161368514,150.0,100.0,normal
399.4085322140883,347.1578749279895,298.93214553003133,150.0,100.0,normal
406.7546770966302,352.0259565733165,304.08622162772906,150.0,100.0,normal
399.7255557001165,348.6545636158448,299.41512680756927,150.0,100.0,normal
400.124440791203,352.3607971430428,306.8178903784488,150.0,100.0,normal
403.3719886587397,350.4045575861211,303.48375177843695,150.0,100.0,normal
391.3259957854291,349.1490576808069,299.90395020881135,150.0,100.0,normal
402.87513912270157,348.7946904025085,305.5520375386378,150.0,100.0,normal
390.3728625221735,338.88259523571503,298.65424311848346,150.0,,normal
397.54535059505076,346.3006685653428,297.14489397917237,150.0,100.0,normal
396.04900390458295,346.55000413520827,296.58922292652335,150.0,100.0,normal
392.90650686898994,346.66762788985113,295.7231993415216,150.0,100.0,normal
391.83475855837446,347.2235505271771,297.6587497611313,150.0,100.0,normal
389.1699208297965,347.7150528627651,293.5300926863441,150.0,100.0,normal
398.67155338882316,344.5937884591327,300.0780670738579,150.0,100.0,normal
402.9513702718184,352.5126512701048,297.04161244619934,150.0,,normal
390.9999444730133,347.1877577519962,298.73560301594677,150.0,100.0,normal
399.8360158672668,345.4893852539777,294.67970009295937,150.0,100.0,normal
408.80638473953525,354.79227040188584,306.2620055823073,150.0,100.0,normal
,347.90587935528544,298.3930605193664,150.0,100.0,normal
400.96829699857466,353.662318156661,303.0731205845552,150.0,100.0,normal
407.0744829893603,358.07419770156105,301.7796053075612,150.0,100.0,normal
401.38394014902525,354.02699501648794,302.70419841462547,150.0,100.0,normal
396.7763201358348,350.81034474395227,303.4499238010248,150.0,100.0,normal
398.9536262303844,355.63353548525,304.2977296603849,150.0,100.0,normal
398.97772061799776,349.2491389110641,305.66164213060915,150.0,100.0,normal
393.0659082922256,348.1173625966572,303.6196061947183,150.0,100.0,normal
396.9870410755537,349.5419021999529,296.1928873297721,150.0,,normal
400.24862718673586,344.12996253124817,300.6373591683312,150.0,100.0,normal
400.14948629751774,351.2510586127424,302.6043625549247,150.0,100.0,normal
402.4368828347307,354.9958822289826,305.8452083488199,150.0,100.0,normal
395.76366048540353,347.78586914610025,298.72832541600394,150.0,100.0,normal
401.3070596981602,344.75132332107705,293.3937379809622,150.0,100.0,normal
395.0559349911841,355.03980242705063,303.5762200978324,150.0,100.0,normal
,348.3433437200652,301.0482161851295,150.0,100.0,normal
396.24103870191226,357.3937294763283,302.19026234902657,150.0,100.0,normal
402.52059818451573,357.0523135451399,300.9078235522141,150.0,100.0,normal
398.00687395346193,350.77821538690785,295.3810959233868,150.0,100.0,normal
402.1974954224514,349.2882997644413,304.24796452909175,150.0,100.0,normal
,347.362786063789,295.2814584940951,150.0,100.0,normal
407.26129601422656,355.2360761071512,304.1439221008014,150.0,100.0,normal
404.6366739569797,352.35873812127653,301.2534286253296,150.0,100.0,normal
402.26099183493943,360.21620166633716,299.91544760998465,150.0,,normal
,347.8355602567681,300.4023481142244,150.0,100.0,normal
397.37731934009724,338.30129333166957,294.7012071759804,150.0,100.0,normal
396.61611741176034,346.09103504010733,299.25553951682065,150.0,,normal
400.01645015179395,348.065735506369,300.2405552782462,150.0,100.0,normal
399.4435891355406,338.2417473855935,292.5861740829809,150.0,100.0,normal
400.9959018447529,347.74350725096724,293.9377129734486,150.0,100.0,normal
395.10907250684227,349.29257863789746,294.41437473182367,150.0,100.0,normal
401.29643636001794,350.5542414061689,298.65235371295074,150.0,100.0,normal
399.87146738001826,345.00528313331034,301.4309106260342,150.0,100.0,normal
398.03362488825246,348.8309624968731,302.01387173675226,150.0,100.0,normal
400.33029463380115,347.87767032756767,301.61120350759035,150.0,100.0,normal
398.0066605272771,350.0601384939261,297.7151615779831,150.0,100.0,normal
,339.372233742602,294.37964464798097,150.0,100.0,normal
404.88915260859227,355.7805567089069,304.3651921567094,150.0,100.0,normal
394.1459297004179,348.0848353222998,296.65220011777575,150.0,100.0,normal
401.3867734405081,352.07746913971744,301.11442155865774,150.0,100.0,normal
389.7147022238656,337.29317621153757,293.4615087535657,150.0,,normal
394.9025430696133,351.2925298161659,286.08495488340265,150.0,100.0,normal
411.9182159810979,361.26834168635116,297.91266339040465,150.0,100.0,normal
411.4573819999172,357.8718496572484,309.06730649718634,150.0,100.0,normal
397.1600822708794,353.4837860335059,305.34327832450316,150.0,100.0,normal
404.5228347262083,362.57630761590275,306.3008562274873,150.0,100.0,normal
394.8143737576397,349.09858937090206,302.4798956009291,150.0,100.0,normal
395.71076372170035,354.2728274533458,302.49341729745635,150.0,100.0,normal
398.94311769906056,348.3858643750272,297.92847887175583,150.0,100.0,normal
401.1838662711467,350.2593378587201,299.4443345707287,150.0,100.0,normal
403.37553056430886,351.8456153587164,301.22060370719294,150.0,100.0,normal
,354.1078938446005,304.6625500608121,150.0,100.0,normal
407.0399809691575,350.14637128283243,298.16831363697213,150.0,100.0,normal
,353.11309455692424,306.1698760556081,150.0,100.0,normal
,342.9053321454413,294.37567257366754,150.0,100.0,normal
391.09701897297884,340.47511264503345,292.07697690364995,150.0,100.0,normal
404.22798673028154,348.50694505220685,300.5786296423731,150.0,100.0,normal
401.68752351967515,346.7342758850229,298.85176139888904,150.0,100.0,normal
388.36761090622105,350.2185076642575,302.5243719904394,150.0,100.0,normal
400.92866094181375,351.8663197779826,299.7335450252731,150.0,100.0,normal
401.37965314232326,348.08850561074024,298.4703461949467,150.0,100.0,normal
394.69915142718617,352.6261047208297,300.5788569578541,150.0,100.0,normal
409.61828550864453,357.26886805482275,309.53444394353244,150.0,100.0,normal
409.266740598602,356.4938420087374,306.4884092585409,150.0,100.0,normal
399.7053180784483,343.8937028163754,297.37875605133945,150.0,100.0,normal
391.34640849376893,351.39751758841004,296.5790881235658,150.0,100.0,normal
,345.9000719044059,300.8147339770637,150.0,100.0,normal
396.7786730302036,350.53292945242055,300.032418673844,150.0,100.0,normal
390.96505935503353,339.392187973626,290.56212442013066,150.0,100.0,normal
398.50595694156283,347.3666776276396,303.8876125193644,150.0,100.0,normal
396.30626113179045,343.8388374899251,295.4026263507893,150.0,100.0,normal
